PartitionKey,LicenseData,SystemRAM,SystemCPU,RunAsAdmin,CreateSession,ProductName,ConversionCore,AppVersion,SnowScript,WorkloadName,StartConversion,ErrorLOC,TotalConvertedLOC,EndConversion,SqlLinesCount,BteqLinesCount,FLoadLinesCount,MLoadLinesCount,TPumpLinesCount,TPTLinesCount,TotalLinesCount,ElapsedTime,Coverage,ConvertedLinesPerSecond,IssuesCount,ConversionErrorsCount,WarningsCount,UnhandledExceptionsCount,UnhandledExceptionDescription,FilesNotGenerated,TotalFileCount,TotalSizeMB,SqlFileCount,SqlSizeMB,BteqFileCount,FLoadFileCount,MLoadFileCount,TPumpFileCount,TPTFileCount,BteqSizeMB,FLoadSizeMB,MLoadSizeMB,TPumpSizeMB,TPTSizeMB,OSVersion,CloseSession,OverallTotalParsingErrors,OverallLinesConversionRate,OverallObjectConversionRate,OverallNumberOfObjects,OverallNumberOfDatabasesContainingObjects,OverallOrphanErrorObjectsCount,OverallOrphanErrorObjectsLineCount,OverallFilesNotGenerated,OverallScriptFilesGenerated,OverallSqlFilesGenerated,"TypeNumber(X,*)",TypeDecimal,TypeNumeric,TypeInterval,TypePeriod,TypeBlob,TypeClob,TypeGeoSpatial,TypeXml/Json,DataValueBinaryDefaults,DataValueTimeDefaults,DataValueFloatDefault,DataValueIdentityColumns,DataValueUniqueDefinitions,DataValueSessionDefaults,FunctionsObjectConversionRate,FunctionsLinesConversionRate,FunctionsNumberOfFunctions,FunctionsLinesOfCode,FunctionsTotalParsingErrors,FunctionsTotalConversionErrors,FunctionsFunctionsInC,FunctionsFunctionsInCPP,FunctionsFunctionsInJAVA,FunctionsFunctionsInSQL,TablesObjectConversionRate,TablesLinesConversionRate,TablesNumberOfTables,TablesLinesOfCode,TablesTotalParsingErrors,TablesTotalConversionErrors,TablesUniquePrimaryIndex,TablesPrimaryKeys,TablesForeignKey,TablesInvalidColumnNames,TablesIdentifiersRequiringDoubleQuotes,TablesTemporalTables,TablesGlobalTemporaryTables,TablesQueueTables,TablesSetTables,TablesCheck,TablesFormats,TablesUniqueFormats,TablesPartitionBy,TablesUppercase,ViewsObjectConversionRate,ViewsLinesConversionRate,ViewsNumberOfViews,ViewsLinesOfCode,ViewsTotalParsingErrors,ViewsTotalConversionErrors,JoinIndexesObjectConversionRate,JoinIndexesLinesConversionRate,JoinIndexesNumberOfJoinIndexes,JoinIndexesLinesOfCode,JoinIndexesTotalParsingErrors,JoinIndexesTotalConversionErrors,ProceduresObjectConversionRate,ProceduresLinesConversionRate,ProceduresNumberOfProcedures,ProceduresLinesOfCode,ProceduresTotalParsingErrors,ProceduresTotalConversionErrors,ProceduresDynamicResultSets,ProceduresCursors,ProceduresDynamicSqlStatements,ProceduresActivityCountOccurrences,ProceduresTargetLanguage,MacrosObjectConversionRate,MacrosLinesConversionRate,MacrosNumberOfMacros,MacrosLinesOfCode,MacrosTotalParsingErrors,MacrosTotalConversionErrors,SqlObjectConversionRate,SqlLinesConversionRate,SqlNumberOfObjects,SqlTotalParsingErrors,SqlTotalConversionErrors,SqlUnrecognizedLinesOfCode,SqlUnrecognizedObjectsCount,BteqNumberOfObjects,BteqTotalParsingErrors,BteqTotalConversionErrors,BteqUnrecognizedLinesOfCode,BteqUnrecognizedObjectsCount,FloadNumberOfObjects,FloadTotalParsingErrors,FloadTotalConversionErrors,FloadUnrecognizedLinesOfCode,FloadUnrecognizedObjectsCount,MloadNumberOfObjects,MloadTotalParsingErrors,MloadTotalConversionErrors,MloadUnrecognizedLinesOfCode,MloadUnrecognizedObjectsCount,TPumpNumberOfObjects,TPumpTotalParsingErrors,TPumpTotalConversionErrors,TPumpUnrecognizedLinesOfCode,TPumpUnrecognizedObjectsCount,TPTNumberOfObjects,TPTTotalParsingErrors,TPTTotalConversionErrors,TPTUnrecognizedLinesOfCode,TPTUnrecognizedObjectsCount,ScriptFunctionsObjectConversionRate,ScriptFunctionsLinesConversionRate,ScriptFunctionsNumberOfFunctions,ScriptFunctionsLinesOfCode,ScriptFunctionsTotalParsingErrors,ScriptFunctionsTotalConversionErrors,ScriptFunctionsFunctionsInC,ScriptFunctionsFunctionsInCPP,ScriptFunctionsFunctionsInJAVA,ScriptFunctionsFunctionsInSQL,ScriptTablesObjectConversionRate,ScriptTablesLinesConversionRate,ScriptTablesNumberOfTables,ScriptTablesLinesOfCode,ScriptTablesTotalParsingErrors,ScriptTablesTotalConversionErrors,ScriptViewsObjectConversionRate,ScriptViewsLinesConversionRate,ScriptViewsNumberOfViews,ScriptViewsLinesOfCode,ScriptViewsTotalParsingErrors,ScriptViewsTotalConversionErrors,ScriptJoinIndexesObjectConversionRate,ScriptJoinIndexesLinesConversionRate,ScriptJoinIndexesNumberOfJoinIndexes,ScriptJoinIndexesLinesOfCode,ScriptJoinIndexesTotalParsingErrors,ScriptJoinIndexesTotalConversionErrors,ScriptProceduresObjectConversionRate,ScriptProceduresLinesConversionRate,ScriptProceduresNumberOfProcedures,ScriptProceduresLinesOfCode,ScriptProceduresTotalParsingErrors,ScriptProceduresTotalConversionErrors,ScriptProceduresDynamicResultSets,ScriptProceduresCursors,ScriptProceduresDynamicSqlStatements,ScriptProceduresActivityCountOccurrences,ScriptProceduresTargetLanguage,ScriptMacrosObjectConversionRate,ScriptMacrosLinesConversionRate,ScriptMacrosNumberOfMacros,ScriptMacrosLinesOfCode,ScriptMacrosTotalParsingErrors,ScriptMacrosTotalConversionErrors,ScriptObjectConversionRate,ScriptLinesConversionRate,ScriptNumberOfObjects,ScriptTotalParsingErrors,ScriptTotalConversionErrors,ScriptUnrecognizedLinesOfCode,ScriptUnrecognizedObjectsCount
37304f2a-4135-4e38-ac07-3fe3bb6a3abe,a3372138-b87e-4a08-b929-3b48b24c63f1,Data not provided,Data not provided,Data not provided,2022/10/07 15:05:32 +00:00,Mobilize Snow Conversion Tool 9.2.23+master[fec48fa]-1245.683988,9.2.23,Not Provided,False,,2022/10/07 15:05:40 +00:00,26,153,2022/10/07 15:05:41 +00:00,102,0,0,0,0,0,102,00:00:01,86,65,6,0,5,0,,0,1,0MB,1,0MB,0,0,0,0,0,0MB,0MB,0MB,0MB,0MB,Unix 5.4.0.1089,2022/10/07 15:05:41 +00:00,0,86.27,75,12,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,95.83,2,24,0,0,0,0,0,2,100,100,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.85,2,27,0,3,100,100,1,3,0,0,100,100,3,18,0,0,0,0,0,0,Javascript,100,100,1,13,0,0,75,86.27,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
